time;voltage
-1,00639602;0,04501480
-1,00383602;0,04501480
-1,00127602;0,04501480
-0,99871602;0,04501480
-0,99615602;0,04501480
-0,99359602;0,04501480
-0,99103602;0,04501480
-0,98847602;0,04501480
-0,98591602;0,04501480
-0,98335602;0,04501480
-0,98079602;0,04501480
-0,97823602;0,04501480
-0,97567602;0,04501480
-0,97311602;0,04501480
-0,97055602;0,04501480
-0,96799602;0,04501480
-0,96543602;0,04501480
-0,96287602;0,04501480
-0,96031602;0,04501480
-0,95775602;0,04501480
-0,95519602;0,04501480
-0,95263602;0,04501480
-0,95007602;0,04501480
-0,94751602;0,04501480
-0,94495602;0,04501480
-0,94239602;0,04501480
-0,93983602;0,04501480
-0,93727602;0,04501480
-0,93471602;0,04501480
-0,93215602;0,04501480
-0,92959602;0,04501480
-0,92703602;0,04501480
-0,92447602;0,04501480
-0,92191602;0,04501480
-0,91935602;0,04501480
-0,91679602;0,04501480
-0,91423602;0,04501480
-0,91167602;0,04501480
-0,90911602;0,04501480
-0,90655602;0,04501480
-0,90399602;0,04501480
-0,90143602;0,04501480
-0,89887602;0,04501480
-0,89631602;0,04501480
-0,89375602;0,04501480
-0,89119602;0,04501480
-0,88863602;0,04501480
-0,88607602;0,04501480
-0,88351602;0,04501480
-0,88095602;0,08896145
-0,87839602;0,04501480
-0,87583602;0,04501480
-0,87327602;0,04501480
-0,87071602;0,04501480
-0,86815602;0,04501480
-0,86559602;0,04501480
-0,86303602;0,04501480
-0,86047602;0,04501480
-0,85791602;0,04501480
-0,85535602;0,04501480
-0,85279602;0,04501480
-0,85023602;0,04501480
-0,84767602;0,04501480
-0,84511602;0,04501480
-0,84255602;0,04501480
-0,83999602;0,04501480
-0,83743602;0,04501480
-0,83487602;0,04501480
-0,83231602;0,04501480
-0,82975602;0,04501480
-0,82719602;0,04501480
-0,82463602;0,04501480
-0,82207602;0,04501480
-0,81951602;0,04501480
-0,81695602;0,04501480
-0,81439602;0,04501480
-0,81183602;0,04501480
-0,80927602;0,04501480
-0,80671602;0,04501480
-0,80415602;0,04501480
-0,80159602;0,04501480
-0,79903602;0,04501480
-0,79647602;0,04501480
-0,79391602;0,04501480
-0,79135602;0,04501480
-0,78879602;0,04501480
-0,78623602;0,04501480
-0,78367602;0,04501480
-0,78111602;0,04501480
-0,77855602;0,04501480
-0,77599602;0,04501480
-0,77343602;0,04501480
-0,77087602;0,04501480
-0,76831602;0,04501480
-0,76575602;0,04501480
-0,76319602;0,04501480
-0,76063602;0,04501480
-0,75807602;0,04501480
-0,75551602;0,04501480
-0,75295602;0,04501480
-0,75039602;0,04501480
-0,74783602;0,04501480
-0,74527602;0,04501480
-0,74271602;0,04501480
-0,74015602;0,04501480
-0,73759602;0,04501480
-0,73503602;0,04501480
-0,73247602;0,04501480
-0,72991602;0,04501480
-0,72735602;0,04501480
-0,72479602;0,04501480
-0,72223602;0,04501480
-0,71967602;0,04501480
-0,71711602;0,04501480
-0,71455602;0,04501480
-0,71199602;0,04501480
-0,70943602;0,04501480
-0,70687602;0,04501480
-0,70431602;0,04501480
-0,70175602;0,04501480
-0,69919602;0,04501480
-0,69663602;0,04501480
-0,69407602;0,04501480
-0,69151602;0,04501480
-0,68895602;0,04501480
-0,68639602;0,04501480
-0,68383602;0,04501480
-0,68127602;0,04501480
-0,67871602;0,04501480
-0,67615602;0,04501480
-0,67359602;0,04501480
-0,67103602;0,04501480
-0,66847602;0,04501480
-0,66591602;0,04501480
-0,66335602;0,04501480
-0,66079602;0,04501480
-0,65823602;0,04501480
-0,65567602;0,04501480
-0,65311602;0,04501480
-0,65055602;0,04501480
-0,64799602;0,04501480
