time	temp
0,005	25,18
0,319	25,15
0,634	25,15
0,933	25,13
1,232	25,11
1,533	25,10
1,834	25,09
2,131	25,14
2,445	25,15
2,744	25,15
3,043	25,20
3,342	25,19
3,642	25,19
3,943	25,18
4,255	25,16
4,555	25,15
4,854	25,12
5,154	25,11
5,452	25,11
5,752	25,10
6,053	25,12
6,366	25,13
6,666	25,14
6,966	25,18
7,265	25,19
7,564	25,18
7,878	25,18
8,177	25,18
8,477	25,15
8,776	25,13
9,076	25,12
9,376	25,10
9,690	25,11
9,988	25,11
10,288	25,12
10,589	25,17
10,888	25,18
11,187	25,19
11,486	25,20
11,800	25,18
12,099	25,18
12,399	25,15
12,699	25,14
12,998	25,13
13,298	25,10
13,612	25,10
13,911	25,11
14,211	25,11
14,510	25,16
14,809	25,18
15,108	25,20
15,422	25,20
15,722	25,19
16,021	25,16
16,321	25,15
16,621	25,12
16,934	25,10
17,233	25,09
17,534	25,09
17,833	25,13
18,132	25,14
18,434	25,15
18,731	25,18
19,046	25,19
19,344	25,19
19,644	25,18
19,944	25,17
20,243	25,16
20,542	25,16
20,842	25,11
21,156	25,10
21,455	25,10
21,755	25,11
22,054	25,11
22,353	25,18
22,667	25,19
22,967	25,19
23,266	25,20
23,566	25,19
23,864	25,18
24,165	25,14
24,478	25,14
24,778	25,12
25,077	25,10
25,377	25,09
25,676	25,11
25,989	25,15
26,289	25,16
26,590	25,18
26,888	25,19
27,188	25,19
27,488	25,18
27,802	25,18
28,100	25,17
28,399	25,13
28,699	25,12
28,999	25,10
29,313	25,11
29,614	25,12
29,913	25,16
30,212	25,16
30,511	25,18
30,824	25,20
31,124	25,20
31,423	25,18
31,723	25,17
32,022	25,12
32,336	25,11
32,636	25,11
32,935	25,10
33,235	25,10
33,533	25,11
33,833	25,16
34,147	25,18
34,447	25,19
34,746	25,19
35,045	25,20
35,347	25,20
35,646	25,16
35,959	25,15
36,258	25,14
36,558	25,11
36,857	25,11
37,157	25,10
37,457	25,14
37,769	25,14
38,069	25,15
38,370	25,20
38,668	25,20
38,969	25,19
39,268	25,18
39,584	25,18
39,880	25,18
40,180	25,14
40,481	25,13
40,779	25,13
41,079	25,11
41,379	25,11
41,692	25,12
41,991	25,12
42,291	25,17
42,590	25,18
42,889	25,19
43,203	25,20
43,503	25,20
43,802	25,17
44,102	25,16
44,402	25,15
44,702	25,12
45,015	25,10
45,314	25,10
45,614	25,10
45,914	25,14
46,213	25,14
46,513	25,15
46,812	25,17
47,126	25,20
47,426	25,20
47,725	25,20
48,024	25,18
48,323	25,18
48,625	25,13
48,936	25,12
49,237	25,10
49,537	25,10
49,835	25,17
50,148	25,17
50,449	25,19
50,747	25,21
51,047	25,20
51,346	25,20
51,661	25,18
51,960	25,17
52,260	25,15
52,559	25,12
52,859	25,12
53,158	25,11
53,473	25,12
53,771	25,12
54,071	25,17
54,370	25,18
54,671	25,21
54,983	25,20
55,283	25,19
55,583	25,17
55,882	25,17
56,181	25,14
56,496	25,10
56,796	25,10
57,095	25,11
57,394	25,11
57,694	25,14
57,994	25,21
58,306	25,20
58,606	25,21
58,906	25,20
59,206	25,20
59,505	25,18
59,805	25,14
60,118	25,14
60,417	25,11
60,718	25,10
61,015	25,10
61,315	25,16
61,629	25,17
61,929	25,18
