time	temp
0,004	24,60
0,309	24,60
0,608	24,60
0,908	24,60
1,208	24,63
1,508	24,63
1,807	24,64
2,106	24,69
2,420	24,69
2,722	24,70
3,020	24,69
3,320	24,69
3,620	24,65
3,934	24,65
4,233	24,65
4,533	24,61
4,832	24,61
5,132	24,60
5,432	24,61
5,746	24,62
6,046	24,62
6,346	24,67
6,644	24,66
6,944	24,67
7,245	24,68
7,557	24,70
7,857	24,70
8,157	24,68
8,457	24,68
8,757	24,67
9,057	24,62
9,371	24,61
9,670	24,61
9,971	24,61
10,269	24,60
10,568	24,60
10,869	24,60
11,169	24,60
11,468	24,66
11,782	24,66
12,082	24,66
12,382	24,69
12,682	24,69
12,981	24,70
13,281	24,69
13,580	24,69
13,896	24,68
14,194	24,68
14,494	24,65
14,794	24,64
15,092	24,63
15,393	24,59
15,707	24,59
16,007	24,59
16,307	24,62
16,605	24,62
16,906	24,62
17,204	24,68
17,519	24,68
17,819	24,69
18,117	24,70
18,417	24,70
18,717	24,70
19,018	24,68
19,331	24,66
19,631	24,66
19,930	24,62
20,231	24,62
20,530	24,62
20,830	24,59
21,143	24,59
21,443	24,60
21,745	24,60
22,043	24,64
22,345	24,64
22,642	24,65
22,942	24,65
23,242	24,69
23,555	24,70
23,856	24,70
24,155	24,69
24,454	24,69
24,755	24,69
25,054	24,69
25,353	24,65
25,667	24,63
25,967	24,62
26,266	24,61
26,567	24,60
26,866	24,60
27,165	24,61
27,479	24,63
27,780	24,63
28,078	24,67
28,379	24,67
28,679	24,68
28,977	24,70
29,293	24,70
29,592	24,69
29,892	24,67
30,191	24,67
30,491	24,67
30,790	24,65
31,104	24,61
31,405	24,61
31,705	24,60
32,003	24,60
32,301	24,60
32,603	24,65
32,916	24,66
33,216	24,66
33,516	24,66
33,817	24,70
34,116	24,70
34,414	24,70
34,714	24,70
35,014	24,69
35,328	24,69
35,628	24,67
35,927	24,65
36,227	24,64
36,528	24,63
36,827	24,63
37,126	24,59
37,441	24,60
37,741	24,60
38,040	24,62
38,340	24,62
38,638	24,62
38,939	24,69
39,252	24,69
39,552	24,69
39,851	24,70
40,151	24,69
40,451	24,69
40,750	24,66
41,066	24,66
41,364	24,66
41,664	24,62
41,964	24,62
42,262	24,62
42,562	24,61
42,878	24,62
43,176	24,61
43,476	24,65
43,775	24,65
44,076	24,65
44,376	24,70
44,689	24,70
44,989	24,70
45,289	24,70
45,589	24,69
45,887	24,69
46,188	24,68
46,487	24,67
46,787	24,63
47,101	24,63
47,400	24,62
47,700	24,60
48,000	24,60
48,300	24,60
48,599	24,60
48,899	24,64
49,213	24,64
49,513	24,66
49,812	24,69
50,111	24,69
50,411	24,70
50,711	24,69
51,026	24,69
51,326	24,69
51,624	24,66
51,925	24,66
52,223	24,66
52,524	24,61
52,837	24,61
53,137	24,61
53,437	24,61
53,736	24,61
54,036	24,62
54,336	24,64
54,649	24,68
54,949	24,68
55,249	24,70
55,548	24,70
55,848	24,70
56,148	24,67
56,462	24,66
56,762	24,66
57,062	24,66
57,361	24,63
57,661	24,62
57,961	24,62
58,261	24,62
58,560	24,62
58,873	24,62
59,173	24,62
59,473	24,66
59,773	24,67
60,073	24,67
60,373	24,67
60,672	24,70
60,986	24,70
61,285	24,70
61,585	24,67
61,884	24,67
62,185	24,67
62,484	24,62
62,798	24,62
63,098	24,61
63,397	24,60
63,697	24,60
63,997	24,61
64,297	24,67
64,610	24,68
64,911	24,68
65,210	24,70
65,511	24,70
65,810	24,70
66,109	24,69
66,423	24,67
66,722	24,66
67,022	24,63
67,322	24,63
67,621	24,62
67,921	24,60
68,235	24,62
68,534	24,61
68,835	24,62
69,132	24,67
69,433	24,67
69,733	24,68
70,034	24,69
70,333	24,69
70,646	24,69
70,946	24,69
71,246	24,67
71,546	24,67
71,845	24,66
72,145	24,65
72,445	24,61
72,759	24,60
73,058	24,61
73,357	24,62
73,658	24,62
73,958	24,63
74,257	24,69
74,571	24,69
74,871	24,70
75,171	24,69
75,469	24,69
75,769	24,69
76,070	24,65
76,382	24,64
76,683	24,64
76,982	24,60
77,282	24,60
77,583	24,60
77,882	24,62
78,195	24,65
78,496	24,66
78,795	24,70
79,095	24,70
79,394	24,70
79,693	24,69
80,008	24,68
80,308	24,67
80,608	24,67
80,909	24,63
81,207	24,63
81,507	24,62
81,806	24,62
82,106	24,61
82,420	24,61
82,721	24,62
83,018	24,67
83,319	24,67
83,619	24,69
83,918	24,69
84,217	24,70
84,532	24,69
84,831	24,69
85,131	24,67
85,431	24,66
85,730	24,65
86,030	24,61
86,345	24,61
86,643	24,61
86,942	24,62
87,244	24,63
87,542	24,69
87,857	24,69
88,156	24,69
88,456	24,70
88,756	24,69
89,054	24,66
89,369	24,66
89,668	24,65
89,969	24,62
90,269	24,62
90,568	24,61
90,870	24,63
91,181	24,63
91,481	24,65
91,781	24,69
92,081	24,69
92,380	24,70
92,694	24,70
92,994	24,69
93,293	24,67
93,593	24,67
93,893	24,66
94,193	24,61
94,507	24,61
94,806	24,61
95,105	24,62
95,405	24,62
95,705	24,62
96,005	24,65
96,318	24,69
96,619	24,69
96,918	24,70
97,218	24,69
97,518	24,69
97,818	24,66
98,132	24,66
98,431	24,65
98,731	24,65
99,030	24,62
99,330	24,61
99,630	24,61
99,928	24,60
100,228	24,65
100,542	24,64
100,843	24,66
101,142	24,69
101,443	24,70
101,741	24,70
102,041	24,70
102,340	24,69
102,654	24,69
102,955	24,68
103,254	24,65
103,554	24,65
103,854	24,64
104,154	24,60
104,467	24,60
104,767	24,61
105,066	24,65
105,367	24,65
105,665	24,66
105,965	24,70
106,279	24,70
106,579	24,70
106,879	24,69
107,178	24,69
107,478	24,68
107,777	24,66
108,092	24,62
108,392	24,62
108,691	24,60
108,992	24,61
109,291	24,61
109,590	24,67
109,904	24,68
110,204	24,68
110,504	24,69
110,805	24,70
111,103	24,70
111,402	24,70
111,702	24,69
112,003	24,66
112,315	24,66
112,615	24,65
112,914	24,62
113,215	24,62
113,513	24,61
113,813	24,61
114,113	24,64
114,427	24,65
114,726	24,66
115,025	24,70
115,326	24,70
115,626	24,70
115,925	24,69
116,239	24,69
116,541	24,68
116,840	24,64
117,140	24,64
117,439	24,60
117,753	24,60
118,051	24,63
118,352	24,65
118,653	24,66
118,951	24,71
119,265	24,70
119,565	24,70
119,865	24,69
120,163	24,69
120,464	24,69
120,763	24,63
121,079	24,62
121,378	24,61
121,676	24,61
121,976	24,61
122,275	24,67
122,591	24,68
122,891	24,68
123,190	24,70
123,490	24,70
123,790	24,69
124,089	24,66
124,402	24,66
124,701	24,66
125,002	24,62
125,301	24,62
125,601	24,62
125,900	24,62
126,214	24,64
126,514	24,65
126,813	24,69
127,113	24,70
127,414	24,71
127,713	24,70
128,027	24,69
128,327	24,69
128,626	24,69
128,926	24,65
129,225	24,64
129,524	24,64
129,826	24,63
130,125	24,61
130,439	24,62
130,737	24,62
131,037	24,67
131,338	24,68
131,638	24,69
131,937	24,69
132,237	24,71
132,551	24,69
132,851	24,69
133,149	24,67
133,449	24,66
133,750	24,65
134,050	24,61
134,363	24,61
134,662	24,61
134,961	24,64
135,260	24,63
135,562	24,65
135,862	24,71
136,175	24,71
136,476	24,70
136,775	24,70
137,074	24,69
137,373	24,69
137,673	24,68
137,988	24,64
138,287	24,64
138,588	24,61
138,886	24,61
139,186	24,61
139,486	24,67
139,800	24,68
140,100	24,68
140,402	24,69
140,699	24,72
140,999	24,72
141,298	24,71
141,598	24,70
141,898	24,67
142,212	24,67
142,510	24,66
142,811	24,63
143,109	24,63
143,410	24,62
143,709	24,62
144,009	24,63
144,324	24,64
144,623	24,65
144,922	24,70
145,222	24,71
145,522	24,71
145,821	24,69
146,136	24,69
146,435	24,69
146,735	24,67
147,035	24,67
147,336	24,66
147,633	24,61
