time	temp
0,003	25,23
0,331	25,21
0,629	25,18
0,929	25,18
1,228	25,18
1,527	25,25
1,840	25,25
2,139	25,27
2,439	25,28
2,738	25,27
3,039	25,21
3,349	25,20
3,650	25,18
3,949	25,18
4,248	25,18
4,548	25,25
4,861	25,26
5,160	25,26
5,459	25,26
5,757	25,26
6,057	25,23
6,370	25,19
6,669	25,18
6,968	25,18
7,268	25,18
7,566	25,23
7,880	25,26
8,180	25,26
8,479	25,26
8,777	25,25
9,077	25,24
9,376	25,17
9,689	25,17
9,989	25,18
10,287	25,19
10,586	25,21
10,900	25,26
11,200	25,27
11,498	25,24
11,797	25,23
12,097	25,19
12,410	25,16
12,710	25,16
13,008	25,19
13,306	25,20
13,606	25,26
13,919	25,26
14,219	25,24
14,518	25,23
14,817	25,19
15,131	25,16
15,429	25,16
15,729	25,19
16,028	25,19
16,328	25,26
16,641	25,26
16,940	25,24
17,238	25,23
17,539	25,18
17,851	25,15
18,150	25,15
18,450	25,19
18,749	25,19
19,049	25,26
19,362	25,26
19,661	25,26
19,961	25,23
20,258	25,23
20,557	25,19
20,872	25,16
21,172	25,15
21,470	25,20
21,768	25,21
22,067	25,25
22,380	25,25
22,681	25,25
22,978	25,22
23,278	25,20
23,577	25,15
23,890	25,15
24,189	25,19
24,489	25,20
24,788	25,25
25,102	25,26
25,401	25,25
25,699	25,23
25,999	25,22
26,299	25,15
26,612	25,15
26,910	25,16
27,209	25,19
27,509	25,21
27,808	25,23
28,121	25,26
28,420	25,25
28,720	25,23
29,019	25,21
29,318	25,15
29,632	25,15
29,930	25,15
30,229	25,19
30,529	25,22
30,841	25,26
31,141	25,25
31,441	25,24
31,737	25,23
32,038	25,19
32,351	25,16
32,651	25,16
32,949	25,17
33,250	25,18
33,548	25,25
33,862	25,26
34,160	25,26
34,460	25,24
34,758	25,20
35,072	25,19
35,371	25,16
35,670	25,15
35,969	25,15
36,268	25,23
36,582	25,23
36,883	25,26
37,182	25,26
37,480	25,23
37,793	25,21
38,092	25,20
38,391	25,16
38,690	25,16
38,989	25,20
39,303	25,20
39,602	25,22
39,901	25,26
40,200	25,26
40,499	25,23
40,813	25,23
41,112	25,20
41,411	25,18
41,710	25,17
42,010	25,17
42,323	25,18
42,621	25,19
42,922	25,25
43,221	25,26
43,519	25,26
43,833	25,25
44,131	25,23
44,432	25,20
44,729	25,19
45,028	25,16
45,342	25,16
45,642	25,17
45,941	25,22
46,240	25,24
46,539	25,26
46,836	25,26
47,151	25,26
47,451	25,24
47,749	25,20
48,050	25,19
48,348	25,16
48,661	25,16
48,960	25,17
49,259	25,22
49,559	25,24
49,858	25,24
50,171	25,26
50,470	25,24
50,769	25,21
51,068	25,20
51,369	25,15
51,681	25,16
51,981	25,16
52,279	25,21
52,579	25,21
52,878	25,24
53,191	25,26
53,490	25,26
53,788	25,23
54,088	25,21
54,387	25,16
54,701	25,16
55,000	25,17
55,299	25,19
55,599	25,23
55,912	25,26
56,211	25,26
56,509	25,24
56,809	25,24
57,108	25,19
57,422	25,16
57,720	25,16
58,019	25,18
58,318	25,19
58,617	25,26
58,931	25,26
59,230	25,26
59,529	25,25
59,830	25,21
60,143	25,19
60,442	25,17
60,740	25,16
61,039	25,16
61,339	25,24
61,652	25,25
61,951	25,26
62,250	25,26
62,549	25,23
62,863	25,20
63,162	25,19
63,461	25,16
63,760	25,17
