time	temp
0,003	24,95
0,305	24,99
0,602	25,03
0,902	25,01
1,198	24,94
1,511	24,93
1,810	24,96
2,108	25,02
2,419	25,01
2,717	24,96
3,015	24,93
3,312	24,96
3,625	25,00
3,921	25,02
4,220	25,00
4,519	24,94
4,829	24,92
5,127	24,97
5,426	25,01
5,737	25,00
6,035	24,96
6,333	24,93
6,631	24,96
6,943	25,00
7,241	25,02
7,540	24,96
7,851	24,93
8,149	24,94
8,446	24,98
8,759	25,02
9,057	24,98
9,355	24,94
9,665	24,93
9,965	24,98
10,262	25,02
10,560	24,99
10,872	24,93
11,170	24,92
11,468	24,98
11,780	25,02
12,078	25,00
12,376	24,98
12,674	24,93
12,986	24,93
13,283	25,01
13,581	25,02
13,893	24,98
14,190	24,95
14,490	24,92
14,788	24,98
15,098	25,02
15,397	25,00
15,695	24,97
16,007	24,93
16,305	24,98
16,602	25,01
16,900	25,00
17,211	24,98
17,509	24,93
17,809	24,94
18,121	25,00
18,418	25,02
18,715	25,00
19,013	24,93
19,326	24,92
19,623	24,99
19,921	25,02
20,220	25,00
20,531	24,98
20,829	24,92
21,125	24,93
21,425	25,01
21,737	25,02
22,035	25,00
22,332	24,96
22,643	24,92
22,942	24,99
23,239	25,02
23,552	24,99
23,851	24,94
24,147	24,94
24,459	24,99
24,758	25,02
25,056	25,00
25,354	24,98
25,665	24,92
25,964	24,93
26,262	25,01
26,559	25,02
26,857	24,99
27,169	24,97
27,467	24,92
27,764	24,96
28,076	25,03
28,374	25,01
28,673	24,99
28,971	24,93
29,281	24,93
29,580	25,01
29,880	25,01
30,191	24,99
30,489	24,94
30,785	24,95
31,099	25,00
31,395	25,02
31,693	24,99
32,005	24,94
32,304	24,94
32,601	24,98
32,900	25,02
33,212	24,98
33,508	24,96
33,807	24,94
34,119	24,97
34,418	25,03
34,713	25,02
35,012	24,96
35,324	24,93
35,622	24,94
35,920	24,99
36,232	25,02
36,529	24,99
36,828	24,95
37,124	24,94
37,436	24,98
37,737	25,03
38,033	25,01
38,345	24,95
38,642	24,93
38,941	24,96
39,240	25,02
39,551	25,02
39,849	24,97
40,146	24,93
40,458	24,94
40,756	25,02
41,055	25,01
41,366	24,97
41,663	24,93
41,962	24,95
42,274	25,02
42,571	25,02
42,870	24,99
43,168	24,93
43,479	24,92
43,777	25,00
44,075	25,02
44,373	25,00
44,685	24,97
44,984	24,92
45,281	24,93
45,579	25,02
45,890	25,03
46,188	25,00
46,486	24,95
46,799	24,93
47,096	24,95
47,395	25,03
47,691	25,02
48,005	24,97
48,302	24,95
48,600	24,93
48,899	24,97
49,196	25,03
49,507	25,02
49,806	24,96
50,103	24,94
50,415	24,96
50,714	24,99
51,012	25,03
51,308	25,00
51,622	24,94
51,921	24,92
52,217	24,97
52,514	25,00
52,812	25,02
53,125	25,00
53,421	24,94
53,720	24,95
54,032	25,00
54,329	25,03
54,627	25,01
54,927	24,97
55,238	24,92
55,536	24,93
55,834	25,01
56,131	25,03
56,429	24,99
56,741	24,96
57,039	24,92
57,337	25,01
57,649	25,03
57,947	25,01
58,245	24,98
58,541	24,93
58,855	24,95
59,152	25,02
59,450	25,00
59,762	24,99
60,061	24,92
60,358	24,98
60,671	25,02
60,967	25,02
61,266	24,98
61,577	24,93
61,876	24,95
62,172	25,01
62,470	25,02
62,783	24,96
63,081	24,94
63,379	24,97
63,690	25,01
63,988	25,02
64,287	25,00
64,584	24,95
64,897	24,92
65,194	25,00
65,492	25,02
65,790	25,00
66,102	24,96
66,400	24,94
66,712	25,00
67,010	25,02
67,308	24,99
67,620	24,94
67,919	24,94
68,216	24,98
68,513	25,02
68,825	25,00
69,123	24,96
69,421	24,92
69,719	24,99
70,031	25,03
70,329	25,01
70,626	25,00
70,925	24,93
71,236	24,96
71,535	25,02
71,831	25,01
72,144	24,95
72,441	24,93
72,740	24,98
73,052	25,02
73,350	25,01
73,649	25,00
73,946	24,95
74,257	24,94
74,555	25,01
74,853	25,02
75,166	24,99
75,463	24,95
75,761	24,93
76,058	25,01
76,370	25,03
76,669	25,00
76,967	24,92
77,279	24,93
77,576	25,01
77,874	25,02
78,187	25,00
78,486	24,94
78,782	24,93
79,080	25,02
79,392	25,03
79,689	25,00
79,987	24,98
80,287	24,93
80,598	24,96
80,896	25,03
81,194	25,03
81,491	24,97
81,803	24,94
82,101	24,94
82,399	24,99
82,711	25,02
83,009	24,98
83,307	24,96
83,603	24,95
83,915	24,99
84,214	25,03
84,513	25,00
84,825	24,95
85,121	24,93
85,419	24,97
85,719	25,03
86,029	25,02
86,330	24,96
86,626	24,94
86,923	24,97
87,235	25,02
87,534	25,03
87,830	25,00
88,130	24,94
88,441	24,93
88,738	24,99
89,036	25,02
89,348	25,00
89,649	24,95
89,944	24,95
90,257	24,99
90,554	25,03
90,853	25,02
91,150	24,95
91,462	24,92
91,761	24,97
92,058	25,01
92,370	25,02
92,668	24,98
92,966	24,94
93,263	24,95
93,576	25,01
93,874	25,03
94,172	25,00
94,469	24,94
94,781	24,93
95,080	24,99
95,376	25,02
95,674	25,01
95,986	24,99
96,285	24,94
96,582	24,96
96,895	25,02
97,194	25,03
97,491	25,00
97,788	24,94
98,101	24,97
98,399	25,00
98,695	25,02
99,007	25,00
99,305	24,95
99,602	24,94
99,900	24,99
100,213	25,03
100,511	25,01
100,808	24,98
101,122	24,93
101,418	24,96
101,716	25,02
102,014	25,02
102,326	25,00
102,624	24,93
102,922	24,95
103,234	25,02
103,533	25,03
103,831	25,01
104,128	24,94
104,440	24,93
104,738	24,99
105,035	25,02
105,349	25,01
105,645	24,98
105,943	24,94
106,241	24,97
106,553	25,02
106,851	25,03
107,150	25,01
107,446	24,95
107,759	24,94
108,056	25,00
108,354	25,03
108,653	25,01
108,965	24,99
109,263	24,93
109,561	24,96
109,872	25,03
110,169	25,02
110,468	24,99
110,779	24,94
111,079	24,97
111,376	25,02
111,687	25,02
111,985	24,97
112,283	24,95
112,595	24,97
112,894	25,03
113,190	25,03
113,489	24,98
113,801	24,95
114,099	24,95
114,397	25,01
114,709	25,03
115,006	25,01
115,304	24,97
115,602	24,94
115,915	24,97
116,212	25,03
116,510	25,01
116,822	24,97
117,120	24,94
117,418	24,97
117,729	25,03
118,028	25,01
118,326	24,99
118,623	24,94
118,935	24,95
119,233	25,02
119,530	25,04
119,830	24,99
120,142	24,96
120,438	24,94
120,736	24,98
121,049	25,03
121,346	25,02
121,645	24,98
121,941	24,96
122,255	24,96
122,551	25,00
122,849	25,06
123,149	25,04
123,447	24,94
123,758	24,92
124,055	24,97
124,353	25,06
124,665	25,02
124,964	24,97
125,261	24,94
125,574	24,96
125,871	25,06
126,169	25,06
126,466	24,96
126,779	24,92
127,078	24,93
127,377	25,01
127,687	25,06
127,985	25,01
128,282	24,94
128,581	24,94
128,892	25,00
129,191	25,07
129,488	25,06
129,785	24,95
130,098	24,93
130,397	24,99
130,693	25,05
130,992	25,09
131,303	25,06
131,601	24,96
131,899	24,98
132,212	25,08
132,510	25,11
132,806	25,09
133,105	24,98
133,417	24,97
133,715	25,07
134,012	25,12
134,310	25,11
134,621	25,07
134,920	24,99
135,218	25,04
135,530	25,14
135,828	25,16
136,125	25,10
136,437	25,03
136,735	25,08
137,033	25,17
137,331	25,19
137,643	25,15
137,942	25,07
138,240	25,09
138,551	25,18
138,848	25,22
139,146	25,19
139,445	25,09
139,759	25,07
140,055	25,17
140,353	25,23
140,664	25,21
140,962	25,15
141,260	25,10
141,559	25,19
141,870	25,24
142,168	25,25
142,466	25,17
142,778	25,13
143,075	25,18
143,373	25,29
143,686	25,28
143,983	25,20
144,280	25,16
144,579	25,20
144,891	25,26
145,189	25,32
145,486	25,30
145,784	25,19
146,096	25,17
146,393	25,25
146,692	25,32
147,005	25,32
147,301	25,23
147,600	25,19
147,897	25,26
148,211	25,33
148,509	25,36
148,805	25,26
149,119	25,23
149,416	25,26
149,713	25,35
150,026	25,38
150,322	25,34
150,621	25,28
150,919	25,29
151,230	25,36
151,529	25,43
151,826	25,37
152,138	25,31
152,437	25,30
152,735	25,37
153,045	25,46
153,346	25,42
153,643	25,37
153,940	25,32
154,251	25,36
154,549	25,46
154,847	25,48
155,145	25,40
155,458	25,35
155,756	25,35
156,053	25,43
156,365	25,50
156,662	25,45
