time	temp
0,003	25,67
0,318	25,65
0,617	25,59
0,929	25,58
1,227	25,62
1,524	25,65
1,837	25,67
2,136	25,65
2,433	25,61
2,731	25,59
3,030	25,61
3,341	25,64
3,638	25,68
3,937	25,67
4,236	25,61
4,548	25,59
4,845	25,59
5,143	25,63
5,456	25,68
5,754	25,67
6,052	25,63
6,350	25,61
6,649	25,59
6,960	25,61
7,259	25,67
7,555	25,68
7,854	25,65
8,166	25,61
8,465	25,59
8,762	25,61
9,074	25,67
9,372	25,67
9,671	25,65
9,971	25,59
10,280	25,58
10,579	25,62
10,877	25,66
11,175	25,67
11,489	25,66
11,786	25,61
12,084	25,60
12,396	25,62
12,693	25,68
12,992	25,68
13,290	25,63
13,602	25,61
13,900	25,58
14,198	25,60
14,497	25,65
14,809	25,67
15,106	25,65
15,404	25,62
15,717	25,58
16,015	25,63
16,313	25,66
16,611	25,67
16,923	25,65
17,221	25,61
17,518	25,59
17,817	25,62
18,130	25,66
18,427	25,67
18,726	25,66
19,037	25,60
19,336	25,59
19,633	25,60
19,932	25,67
20,244	25,68
20,541	25,64
20,841	25,63
21,137	25,59
21,450	25,60
21,748	25,66
22,047	25,67
22,359	25,65
22,657	25,60
22,954	25,59
23,253	25,63
23,563	25,67
23,863	25,67
24,161	25,67
24,459	25,62
24,771	25,59
25,070	25,61
25,368	25,65
25,680	25,68
25,978	25,65
26,276	25,62
26,574	25,59
26,886	25,61
27,184	25,66
27,482	25,68
27,780	25,65
28,093	25,63
28,390	25,59
28,689	25,61
29,001	25,66
29,299	25,67
29,597	25,66
29,895	25,60
30,206	25,59
30,506	25,61
30,802	25,65
31,100	25,67
31,414	25,67
31,710	25,62
32,009	25,60
32,322	25,62
32,619	25,67
32,917	25,68
33,215	25,64
33,528	25,61
33,826	25,59
34,124	25,60
34,421	25,65
34,734	25,68
35,032	25,65
35,330	25,62
35,642	25,59
35,941	25,64
36,238	25,67
36,536	25,66
36,850	25,65
37,148	25,60
37,445	25,58
37,743	25,64
38,055	25,67
38,353	25,67
38,651	25,64
38,964	25,60
39,261	25,60
39,560	25,64
39,858	25,68
40,169	25,67
40,468	25,63
40,765	25,61
41,064	25,61
