t;v
-0,00296200;1,06570600
-0,00168200;0,53041170
-0,00040200;0,17395550
0,00087800;-0,36133920
0,00215800;-0,71840570
0,00343800;-1,43253900
0,00471800;-1,78960500
0,00599800;-2,32551100
0,00727800;-2,68196700
0,00855800;-3,21787200
0,00983800;-3,75316600
0,01111800;-4,11023300
0,01239800;-4,64613800
0,01367800;-5,00320400
0,01495800;-5,53849900
0,01623800;-5,89556600
0,01751800;-6,25263200
0,01879800;-6,60969900
0,02007800;-7,14499300
0,02135800;-7,50206000
0,02263800;-7,85912700
0,02391800;-8,21619300
0,02519800;-8,57325900
0,02647800;-8,93032600
0,02775800;-9,28739300
0,02903800;-9,64446000
0,03031800;-10,00153000
0,03159800;-10,17975000
0,03287800;-10,53682000
0,03415800;-10,71566000
0,03543800;-10,89389000
0,03671800;-11,25095000
0,03799800;-11,42918000
0,03927800;-11,60802000
0,04055800;-11,78625000
0,04183800;-11,96509000
0,04311800;-11,96509000
0,04439800;-12,14332000
0,04567800;-12,32215000
0,04695800;-12,50038000
0,04823800;-12,50038000
0,04951800;-12,50038000
0,05079800;-12,67922000
0,05207800;-12,50038000
0,05335800;-12,67922000
0,05463800;-12,67922000
0,05591800;-12,50038000
0,05719800;-12,50038000
0,05847800;-12,50038000
0,05975800;-12,32215000
0,06103800;-12,32215000
0,06231800;-12,14332000
0,06359800;-11,96509000
0,06487800;-11,78625000
0,06615800;-11,78625000
0,06743800;-11,60802000
0,06871800;-11,42918000
0,06999800;-11,07273000
0,07127800;-10,89389000
0,07255800;-10,71566000
0,07383800;-10,35859000
0,07511800;-10,17975000
0,07639800;-9,82268700
0,07767800;-9,46562100
0,07895800;-9,28739300
0,08023800;-8,93032600
0,08151800;-8,57325900
0,08279800;-8,21619300
0,08407800;-7,85912700
0,08535800;-7,50206000
0,08663800;-7,14499300
0,08791800;-6,78792700
0,08919800;-6,25263200
0,09047800;-5,89556600
0,09175800;-5,53849900
0,09303800;-5,00320400
0,09431800;-4,64613800
0,09559800;-4,11023300
0,09687800;-3,75316600
0,09815800;-3,21787200
0,09943800;-2,86080500
0,10071800;-2,32551100
0,10199800;-1,96844400
0,10327800;-1,43253900
0,10455800;-0,89724420
0,10583800;-0,54017760
0,10711800;-0,18311110
0,10839800;0,35218360
0,10967800;0,88747820
0,11095800;1,24454500
0,11223800;1,77984000
0,11351800;2,13690600
0,11479800;2,67281100
0,11607800;3,02987800
0,11735800;3,56517200
0,11863800;3,92223900
0,11991800;4,45753300
0,12119800;4,81460000
0,12247800;5,17166700
0,12375800;5,52873300
0,12503800;6,06463800
0,12631800;6,42109400
0,12759800;6,77816100
0,12887800;7,13522800
0,13015800;7,49229400
0,13143800;7,84936000
0,13271800;8,20642800
0,13399800;8,38526500
0,13527800;8,74233200
0,13655800;9,09878800
0,13783800;9,27762700
0,13911800;9,63469300
0,14039800;9,81292200
0,14167800;10,16999000
0,14295800;10,52705000
0,14423800;10,70589000
0,14551800;10,88412000
0,14679800;10,88412000
0,14807800;11,24119000
0,14935800;11,24119000
0,15063800;11,42003000
0,15191800;11,59825000
0,15319800;11,59825000
0,15447800;11,77709000
0,15575800;11,77709000
0,15703800;11,77709000
0,15831800;11,95532000
0,15959800;11,95532000
0,16087800;11,95532000
0,16215800;11,95532000
0,16343800;11,95532000
0,16471800;11,77709000
0,16599800;11,77709000
0,16727800;11,59825000
0,16855800;11,59825000
0,16983800;11,42003000
0,17111800;11,42003000
0,17239800;11,24119000
0,17367800;11,06296000
0,17495800;10,88412000
0,17623800;10,70589000
0,17751800;10,52705000
0,17879800;10,34883000
0,18007800;9,99176000
0,18135800;9,81292200
0,18263800;9,45585500
0,18391800;9,27762700
0,18519800;9,09878800
0,18647800;8,56349400
0,18775800;8,38526500
0,18903800;8,02819900
0,19031800;7,67113300
0,19159800;7,31406600
0,19287800;7,13522800
0,19415800;6,77816100
0,19543800;6,42109400
0,19671800;5,88580000
0,19799800;5,52873300
0,19927800;5,17166700
0,20055800;4,81460000
0,20183800;4,45753300
0,20311800;3,92223900
0,20439800;3,56517200
0,20567800;3,20810600
0,20695800;2,67281100
0,20823800;2,13690600
0,20951800;1,95867800
0,21079800;1,42277300
0,21207800;0,88747820
0,21335800;0,53041170
0,21463800;-0,00427259
0,21591800;-0,18311110
0,21719800;-0,71840570
0,21847800;-1,25431100
0,21975800;-1,61137700
0,22103800;-1,96844400
0,22231800;-2,50373800
0,22359800;-2,86080500
0,22487800;-3,39610000
0,22615800;-3,75316600
0,22743800;-4,11023300
0,22871800;-4,46729900
0,22999800;-5,00320400
0,23127800;-5,18143300
0,23255800;-5,71672700
0,23383800;-6,07379400
0,23511800;-6,43086100
0,23639800;-6,60969900
0,23767800;-7,14499300
0,23895800;-7,32383200
0,24023800;-7,68089900
0,24151800;-8,03796500
0,24279800;-8,21619300
0,24407800;-8,57325900
0,24535800;-8,93032600
0,24663800;-9,10855400
0,24791800;-9,28739300
0,24919800;-9,64446000
0,25047800;-9,82268700
0,25175800;-10,00153000
0,25303800;-10,17975000
0,25431800;-10,35859000
0,25559800;-10,53682000
0,25687800;-10,71566000
0,25815800;-10,89389000
0,25943800;-10,89389000
0,26071800;-10,89389000
0,26199800;-11,07273000
0,26327800;-11,07273000
0,26455800;-11,25095000
0,26583800;-11,25095000
0,26711800;-11,25095000
0,26839800;-11,25095000
0,26967800;-11,25095000
0,27095800;-11,25095000
0,27223800;-11,07273000
0,27351800;-11,07273000
0,27479800;-11,07273000
0,27607800;-10,89389000
0,27735800;-10,89389000
0,27863800;-10,71566000
0,27991800;-10,53682000
0,28119800;-10,35859000
0,28247800;-10,17975000
0,28375800;-10,17975000
0,28503800;-9,82268700
0,28631800;-9,64446000
0,28759800;-9,28739300
0,28887800;-9,28739300
0,29015800;-8,93032600
0,29143800;-8,75148800
0,29271800;-8,39442200
0,29399800;-8,03796500
0,29527800;-7,85912700
0,29655800;-7,68089900
0,29783800;-7,32383200
0,29911800;-6,96676500
0,30039800;-6,60969900
0,30167800;-6,25263200
0,30295800;-5,89556600
0,30423800;-5,53849900
0,30551800;-5,18143300
0,30679800;-4,82436600
0,30807800;-4,46729900
0,30935800;-4,11023300
0,31063800;-3,75316600
0,31191800;-3,21787200
0,31319800;-2,86080500
0,31447800;-2,50373800
0,31575800;-2,14667200
0,31703800;-1,61137700
0,31831800;-1,25431100
0,31959800;-0,89724420
0,32087800;-0,36133920
0,32215800;-0,00427259
0,32343800;0,35218360
0,32471800;0,70863980
0,32599800;1,24454500
0,32727800;1,60161100
0,32855800;1,95867800
0,32983800;2,31574400
0,33111800;2,85103900
0,33239800;3,20810600
0,33367800;3,56517200
0,33495800;3,92223900
0,33623800;4,27930500
0,33751800;4,63637200
0,33879800;4,99343900
0,34007800;5,35050500
0,34135800;5,70757200
0,34263800;6,06463800
0,34391800;6,42109400
0,34519800;6,59993300
0,34647800;6,95699900
0,34775800;7,31406600
0,34903800;7,49229400
0,35031800;7,84936000
0,35159800;8,20642800
0,35287800;8,38526500
0,35415800;8,56349400
0,35543800;8,92056000
0,35671800;9,09878800
0,35799800;9,27762700
0,35927800;9,45585500
0,36055800;9,63469300
0,36183800;9,81292200
0,36311800;9,81292200
0,36439800;9,99176000
0,36567800;10,16999000
0,36695800;10,34883000
0,36823800;10,34883000
0,36951800;10,52705000
0,37079800;10,52705000
0,37207800;10,70589000
0,37335800;10,70589000
0,37463800;10,70589000
0,37591800;10,70589000
0,37719800;10,70589000
0,37847800;10,70589000
0,37975800;10,52705000
0,38103800;10,52705000
0,38231800;10,34883000
0,38359800;10,34883000
0,38487800;10,16999000
0,38615800;9,99176000
0,38743800;9,99176000
0,38871800;9,81292200
0,38999800;9,63469300
0,39127800;9,45585500
0,39255800;9,27762700
0,39383800;9,09878800
0,39511800;8,92056000
0,39639800;8,74233200
0,39767800;8,38526500
0,39895800;8,20642800
0,40023800;8,02819900
0,40151800;7,67113300
0,40279800;7,49229400
0,40407800;7,13522800
0,40535800;6,77816100
0,40663800;6,59993300
0,40791800;6,24286700
0,40919800;5,88580000
0,41047800;5,70757200
0,41175800;5,35050500
0,41303800;4,99343900
0,41431800;4,45753300
0,41559800;4,10046700
0,41687800;3,92223900
0,41815800;3,38633400
0,41943800;3,20810600
0,42071800;2,67281100
0,42199800;2,31574400
0,42327800;1,95867800
0,42455800;1,60161100
0,42583800;1,24454500
0,42711800;0,88747820
0,42839800;0,53041170
0,42967800;-0,00427259
0,43095800;-0,36133920
0,43223800;-0,71840570
0,43351800;-1,07547200
0,43479800;-1,61137700
0,43607800;-1,78960500
0,43735800;-2,14667200
0,43863800;-2,68196700
0,43991800;-3,03903300
0,44119800;-3,39610000
0,44247800;-3,57493800
0,44375800;-3,93200500
0,44503800;-4,46729900
0,44631800;-4,64613800
0,44759800;-5,00320400
0,44887800;-5,36027100
0,45015800;-5,71672700
0,45143800;-6,07379400
0,45271800;-6,25263200
0,45399800;-6,60969900
0,45527800;-6,96676500
0,45655800;-7,14499300
0,45783800;-7,50206000
0,45911800;-7,68089900
0,46039800;-7,85912700
0,46167800;-8,03796500
0,46295800;-8,21619300
0,46423800;-8,39442200
0,46551800;-8,75148800
0,46679800;-8,93032600
0,46807800;-9,10855400
0,46935800;-9,28739300
0,47063800;-9,28739300
0,47191800;-9,46562100
0,47319800;-9,46562100
0,47447800;-9,64446000
0,47575800;-9,64446000
0,47703800;-9,82268700
0,47831800;-10,00153000
0,47959800;-10,00153000
0,48087800;-10,00153000
0,48215800;-10,00153000
0,48343800;-10,00153000
0,48471800;-9,82268700
0,48599800;-10,00153000
0,48727800;-9,82268700
0,48855800;-9,82268700
0,48983800;-9,64446000
0,49111800;-9,64446000
0,49239800;-9,64446000
0,49367800;-9,46562100
0,49495800;-9,28739300
0,49623800;-9,28739300
0,49751800;-9,10855400
0,49879800;-8,93032600
0,50007800;-8,75148800
0,50135800;-8,57325900
0,50263800;-8,39442200
0,50391800;-8,21619300
0,50519800;-7,85912700
0,50647800;-7,68089900
0,50775800;-7,50206000
0,50903800;-7,32383200
0,51031800;-6,96676500
0,51159800;-6,60969900
0,51287800;-6,43086100
0,51415800;-6,07379400
0,51543800;-5,89556600
0,51671800;-5,53849900
0,51799800;-5,18143300
0,51927800;-5,00320400
0,52055800;-4,64613800
0,52183800;-4,28907100
0,52311800;-3,93200500
0,52439800;-3,57493800
0,52567800;-3,21787200
0,52695800;-3,03903300
0,52823800;-2,50373800
0,52951800;-2,14667200
0,53079800;-1,78960500
0,53207800;-1,43253900
0,53335800;-1,07547200
0,53463800;-0,71840570
0,53591800;-0,36133920
0,53719800;-0,00427259
0,53847800;0,35218360
0,53975800;0,70863980
0,54103800;1,06570600
0,54231800;1,42277300
0,54359800;1,77984000
0,54487800;2,13690600
0,54615800;2,49397300
0,54743800;2,85103900
0,54871800;3,20810600
0,54999800;3,56517200
0,55127800;3,74340000
0,55255800;4,10046700
0,55383800;4,63637200
0,55511800;4,81460000
0,55639800;5,17166700
0,55767800;5,35050500
0,55895800;5,70757200
0,56023800;6,06463800
0,56151800;6,24286700
0,56279800;6,59993300
0,56407800;6,77816100
0,56535800;6,95699900
0,56663800;7,31406600
0,56791800;7,49229400
0,56919800;7,67113300
0,57047800;7,84936000
0,57175800;8,02819900
0,57303800;8,20642800
0,57431800;8,38526500
0,57559800;8,56349400
0,57687800;8,56349400
0,57815800;8,74233200
0,57943800;8,92056000
0,58071800;9,09878800
0,58199800;9,27762700
0,58327800;9,27762700
0,58455800;9,27762700
0,58583800;9,27762700
0,58711800;9,45585500
0,58839800;9,45585500
0,58967800;9,45585500
0,59095800;9,45585500
0,59223800;9,45585500
0,59351800;9,45585500
0,59479800;9,27762700
0,59607800;9,27762700
0,59735800;9,27762700
0,59863800;9,27762700
0,59991800;9,09878800
0,60119800;9,09878800
0,60247800;8,92056000
0,60375800;8,74233200
0,60503800;8,56349400
0,60631800;8,38526500
0,60759800;8,38526500
0,60887800;8,20642800
0,61015800;8,02819900
0,61143800;7,67113300
0,61271800;7,49229400
0,61399800;7,13522800
0,61527800;6,95699900
0,61655800;6,77816100
0,61783800;6,59993300
0,61911800;6,42109400
0,62039800;6,06463800
0,62167800;5,88580000
0,62295800;5,52873300
0,62423800;5,35050500
0,62551800;4,99343900
0,62679800;4,63637200
0,62807800;4,27930500
0,62935800;3,92223900
0,63063800;3,74340000
0,63191800;3,56517200
0,63319800;3,02987800
0,63447800;2,67281100
0,63575800;2,31574400
0,63703800;2,13690600
0,63831800;1,77984000
0,63959800;1,42277300
0,64087800;1,06570600
0,64215800;0,70863980
0,64343800;0,35218360
0,64471800;-0,00427259
0,64599800;-0,36133920
0,64727800;-0,71840570
0,64855800;-1,07547200
0,64983800;-1,25431100
0,65111800;-1,78960500
0,65239800;-1,96844400
0,65367800;-2,32551100
0,65495800;-2,68196700
0,65623800;-3,03903300
0,65751800;-3,21787200
0,65879800;-3,57493800
0,66007800;-3,93200500
0,66135800;-4,11023300
0,66263800;-4,46729900
0,66391800;-4,82436600
0,66519800;-5,00320400
0,66647800;-5,36027100
