time;voltage
-1,00289902;0,00106815
-1,00161902;0,00106815
-1,00033902;0,00106815
-0,99905902;0,00106815
-0,99777902;0,00106815
-0,99649902;0,00106815
-0,99521902;0,00106815
-0,99393902;0,00106815
-0,99265902;0,00106815
-0,99137902;0,00106815
-0,99009902;0,00106815
-0,98881902;0,00106815
-0,98753902;0,00106815
-0,98625902;0,00106815
-0,98497902;0,00106815
-0,98369902;0,00106815
-0,98241902;0,04501480
-0,98113902;0,00106815
-0,97985902;0,00106815
-0,97857902;0,00106815
-0,97729902;0,00106815
-0,97601902;0,00106815
-0,97473902;0,00106815
-0,97345902;0,00106815
-0,97217902;0,00106815
-0,97089902;0,00106815
-0,96961902;0,00106815
-0,96833902;0,00106815
-0,96705902;0,00106815
-0,96577902;0,00106815
-0,96449902;0,04501480
-0,96321902;0,00106815
-0,96193902;0,00106815
-0,96065902;0,00106815
-0,95937902;0,00106815
-0,95809902;0,00106815
-0,95681902;0,00106815
-0,95553902;0,00106815
-0,95425902;0,00106815
-0,95297902;0,04501480
-0,95169902;0,00106815
-0,95041902;0,04501480
-0,94913902;0,04501480
-0,94785902;0,00106815
-0,94657902;0,00106815
-0,94529902;0,00106815
-0,94401902;0,00106815
-0,94273902;0,00106815
-0,94145902;0,00106815
-0,94017902;0,00106815
-0,93889902;0,00106815
-0,93761902;0,00106815
-0,93633902;0,00106815
-0,93505902;0,00106815
-0,93377902;0,00106815
-0,93249902;0,00106815
-0,93121902;0,04501480
-0,92993902;0,00106815
-0,92865902;0,00106815
-0,92737902;0,00106815
-0,92609902;0,00106815
-0,92481902;0,00106815
-0,92353902;0,00106815
-0,92225902;0,00106815
-0,92097902;0,04501480
-0,91969902;0,00106815
-0,91841902;0,00106815
-0,91713902;0,00106815
-0,91585902;0,00106815
-0,91457902;0,00106815
-0,91329902;0,00106815
-0,91201902;0,04501480
-0,91073902;0,00106815
-0,90945902;0,00106815
-0,90817902;0,00106815
-0,90689902;0,00106815
-0,90561902;0,00106815
-0,90433902;0,00106815
-0,90305902;0,04501480
-0,90177902;0,00106815
-0,90049902;0,00106815
-0,89921902;0,00106815
-0,89793902;0,00106815
-0,89665902;0,00106815
-0,89537902;0,00106815
-0,89409902;0,00106815
-0,89281902;0,00106815
-0,89153902;0,00106815
-0,89025902;0,00106815
-0,88897902;0,00106815
-0,88769902;0,00106815
-0,88641902;0,00106815
-0,88513902;0,00106815
-0,88385902;0,00106815
-0,88257902;0,00106815
-0,88129902;0,00106815
-0,88001902;0,04501480
-0,87873902;0,00106815
-0,87745902;0,00106815
-0,87617902;0,00106815
-0,87489902;0,00106815
-0,87361902;0,00106815
-0,87233902;0,00106815
-0,87105902;0,00106815
-0,86977902;0,00106815
-0,86849902;0,00106815
-0,86721902;0,00106815
-0,86593902;0,00106815
-0,86465902;0,00106815
-0,86337902;0,00106815
-0,86209902;0,00106815
-0,86081902;0,00106815
-0,85953902;0,04501480
-0,85825902;0,00106815
-0,85697902;0,00106815
-0,85569902;0,00106815
-0,85441902;0,00106815
-0,85313902;0,00106815
-0,85185902;0,04501480
-0,85057902;0,04501480
-0,84929902;0,00106815
-0,84801902;0,00106815
-0,84673902;0,00106815
-0,84545902;0,00106815
-0,84417902;0,00106815
-0,84289902;0,00106815
-0,84161902;0,00106815
-0,84033902;0,00106815
-0,83905902;0,00106815
-0,83777902;0,04501480
-0,83649902;0,00106815
-0,83521902;0,00106815
-0,83393902;0,00106815
-0,83265902;0,00106815
-0,83137902;0,00106815
-0,83009902;0,00106815
-0,82881902;0,00106815
-0,82753902;0,00106815
-0,82625902;0,00106815
