time,voltage
-1.10101898,3.42234600
-1.10037898,3.42234600
-1.09973898,3.42234600
-1.09909898,3.42234600
-1.09845898,3.42234600
-1.09781898,3.42234600
-1.09717898,3.42234600
-1.09653898,3.42234600
-1.09589898,3.42234600
-1.09525898,3.42234600
-1.09461898,3.33445200
-1.09397898,3.42234600
-1.09333898,3.33445200
-1.09269898,3.42234600
-1.09205898,3.33445200
-1.09141898,3.42234600
-1.09077898,3.42234600
-1.09013898,3.33445200
-1.08949898,3.42234600
-1.08885898,3.42234600
-1.08821898,3.42234600
-1.08757898,3.42234600
-1.08693898,3.33445200
-1.08629898,3.42234600
-1.08565898,3.42234600
-1.08501898,3.42234600
-1.08437898,3.42234600
-1.08373898,3.42234600
-1.08309898,3.42234600
-1.08245898,3.42234600
-1.08181898,3.42234600
-1.08117898,3.33445200
-1.08053898,3.33445200
-1.07989898,3.42234600
-1.07925898,3.42234600
-1.07861898,3.42234600
-1.07797898,3.42234600
-1.07733898,3.42234600
-1.07669898,3.42234600
-1.07605898,3.42234600
-1.07541898,3.42234600
-1.07477898,3.42234600
-1.07413898,3.42234600
-1.07349898,3.42234600
-1.07285898,3.42234600
-1.07221898,3.42234600
-1.07157898,3.42234600
-1.07093898,3.42234600
-1.07029898,3.33445200
-1.06965898,3.42234600
-1.06901898,3.42234600
-1.06837898,3.42234600
-1.06773898,3.42234600
-1.06709898,3.42234600
-1.06645898,3.33445200
-1.06581898,3.42234600
-1.06517898,3.42234600
-1.06453898,3.42234600
-1.06389898,3.42234600
-1.06325898,3.42234600
-1.06261898,3.42234600
-1.06197898,3.42234600
-1.06133898,3.42234600
-1.06069898,3.42234600
-1.06005898,3.42234600
-1.05941898,3.42234600
-1.05877898,3.42234600
-1.05813898,3.42234600
-1.05749898,3.42234600
-1.05685898,3.33445200
-1.05621898,3.33445200
-1.05557898,3.42234600
-1.05493898,3.33445200
-1.05429898,3.33445200
-1.05365898,3.33445200
-1.05301898,3.42234600
-1.05237898,3.42234600
-1.05173898,3.42234600
-1.05109898,3.42234600
-1.05045898,3.42234600
-1.04981898,3.42234600
-1.04917898,3.42234600
-1.04853898,3.42234600
-1.04789898,3.42234600
-1.04725898,3.42234600
-1.04661898,3.33445200
-1.04597898,3.42234600
-1.04533898,3.33445200
-1.04469898,3.42234600
-1.04405898,3.42234600
-1.04341898,3.33445200
-1.04277898,3.33445200
-1.04213898,3.42234600
-1.04149898,3.42234600
-1.04085898,3.42234600
-1.04021898,3.42234600
-1.03957898,3.42234600
