time,voltage
-1.10141595,3.42234600
-1.10077595,3.42234600
-1.10013595,3.42234600
-1.09949595,3.42234600
-1.09885595,3.33445200
-1.09821595,3.42234600
-1.09757595,3.33445200
-1.09693595,3.42234600
-1.09629595,3.42234600
-1.09565595,3.42234600
-1.09501595,3.42234600
-1.09437595,3.42234600
-1.09373595,3.42234600
-1.09309595,3.42234600
-1.09245595,3.42234600
-1.09181595,3.42234600
-1.09117595,3.42234600
-1.09053595,3.42234600
-1.08989595,3.42234600
-1.08925595,3.42234600
-1.08861595,3.42234600
-1.08797595,3.42234600
-1.08733595,3.42234600
-1.08669595,3.42234600
-1.08605595,3.42234600
-1.08541595,3.42234600
-1.08477595,3.42234600
-1.08413595,3.42234600
-1.08349595,3.42234600
-1.08285595,3.42234600
-1.08221595,3.42234600
-1.08157595,3.42234600
-1.08093595,3.33445200
-1.08029595,3.42234600
-1.07965595,3.42234600
-1.07901595,3.42234600
-1.07837595,3.42234600
-1.07773595,3.42234600
-1.07709595,3.42234600
-1.07645595,3.42234600
-1.07581595,3.42234600
-1.07517595,3.42234600
-1.07453595,3.42234600
-1.07389595,3.42234600
-1.07325595,3.42234600
-1.07261595,3.42234600
-1.07197595,3.42234600
-1.07133595,3.42234600
-1.07069595,3.42234600
-1.07005595,3.42234600
-1.06941595,3.42234600
-1.06877595,3.42234600
-1.06813595,3.42234600
-1.06749595,3.42234600
-1.06685595,3.33445200
-1.06621595,3.42234600
-1.06557595,3.42234600
-1.06493595,3.42234600
-1.06429595,3.42234600
-1.06365595,3.33445200
-1.06301595,3.42234600
-1.06237595,3.42234600
-1.06173595,3.42234600
-1.06109595,3.42234600
-1.06045595,3.42234600
-1.05981595,3.42234600
-1.05917595,3.42234600
-1.05853595,3.42234600
-1.05789595,3.33445200
-1.05725595,3.42234600
-1.05661595,3.42234600
-1.05597595,3.42234600
-1.05533595,3.42234600
-1.05469595,3.42234600
-1.05405595,3.42234600
-1.05341595,3.42234600
-1.05277595,3.42234600
-1.05213595,3.42234600
-1.05149595,3.42234600
-1.05085595,3.42234600
-1.05021595,3.42234600
-1.04957595,3.33445200
-1.04893595,3.42234600
-1.04829595,3.42234600
-1.04765595,3.42234600
-1.04701595,3.42234600
-1.04637595,3.42234600
-1.04573595,3.42234600
-1.04509595,3.42234600
-1.04445595,3.42234600
-1.04381595,3.42234600
-1.04317595,3.33445200
-1.04253595,3.42234600
-1.04189595,3.42234600
-1.04125595,3.42234600
-1.04061595,3.42234600
-1.03997595,3.42234600
-1.03933595,3.42234600
-1.03869595,3.42234600
-1.03805595,3.42234600
-1.03741595,3.42234600
-1.03677595,3.42234600
-1.03613595,3.42234600
-1.03549595,3.42234600
-1.03485595,3.42234600
-1.03421595,3.42234600
-1.03357595,3.42234600
-1.03293595,3.42234600
-1.03229595,3.42234600
-1.03165595,3.42234600
-1.03101595,3.42234600
-1.03037595,3.42234600
-1.02973595,3.42234600
-1.02909595,3.42234600
-1.02845595,3.42234600
-1.02781595,3.42234600
-1.02717595,3.42234600
-1.02653595,3.42234600
-1.02589595,3.42234600
-1.02525595,3.42234600
-1.02461595,3.42234600
-1.02397595,3.42234600
-1.02333595,3.42234600
-1.02269595,3.42234600
-1.02205595,3.42234600
-1.02141595,3.42234600
-1.02077595,3.42234600
-1.02013595,3.42234600
-1.01949595,3.42234600
-1.01885595,3.42234600
-1.01821595,3.42234600
-1.01757595,3.42234600
-1.01693595,3.33445200
-1.01629595,3.33445200
-1.01565595,3.42234600
-1.01501595,3.42234600
-1.01437595,3.42234600
-1.01373595,3.42234600
-1.01309595,3.42234600
-1.01245595,3.42234600
-1.01181595,3.42234600
-1.01117595,3.42234600
-1.01053595,3.42234600
-1.00989595,3.42234600
-1.00925595,3.33445200
-1.00861595,3.42234600
-1.00797595,3.42234600
-1.00733595,3.42234600
-1.00669595,3.42234600
-1.00605595,3.42234600
-1.00541595,3.42234600
