t;v
-0,00291100;0,18219550
-0,00163100;0,09277627
-0,00035100;0,09277627
0,00092900;-0,08667257
0,00220900;-0,08667257
0,00348900;-0,17639700
0,00476900;-0,26581620
0,00604900;-0,35554060
0,00732900;-0,35554060
0,00860900;-0,44526510
0,00988900;-0,53498950
0,01116900;-0,62471390
0,01244900;-0,71413310
0,01372900;-0,80385760
0,01500900;-0,80385760
0,01628900;-0,89358200
0,01756900;-0,98330630
0,01884900;-1,07272600
0,02012900;-1,16245000
0,02140900;-1,16245000
0,02268900;-1,25217400
0,02396900;-1,34189900
0,02524900;-1,43162300
0,02652900;-1,43162300
0,02780900;-1,52104200
0,02908900;-1,52104200
0,03036900;-1,61076700
0,03164900;-1,70049100
0,03292900;-1,70049100
0,03420900;-1,70049100
0,03548900;-1,79021600
0,03676900;-1,79021600
0,03804900;-1,87963500
0,03932900;-1,87963500
0,04060900;-1,96935900
0,04188900;-1,96935900
0,04316900;-1,96935900
0,04444900;-2,05908400
0,04572900;-2,05908400
0,04700900;-2,05908400
0,04828900;-2,14880800
0,04956900;-2,05908400
0,05084900;-2,14880800
0,05212900;-2,23853300
0,05340900;-2,14880800
0,05468900;-2,14880800
0,05596900;-2,14880800
0,05724900;-2,14880800
0,05852900;-2,05908400
0,05980900;-2,05908400
0,06108900;-2,05908400
0,06236900;-2,05908400
0,06364900;-1,96935900
0,06492900;-1,96935900
0,06620900;-1,96935900
0,06748900;-1,96935900
0,06876900;-1,87963500
0,07004900;-1,79021600
0,07132900;-1,79021600
0,07260900;-1,70049100
0,07388900;-1,70049100
0,07516900;-1,61076700
0,07644900;-1,61076700
0,07772900;-1,52104200
0,07900900;-1,52104200
0,08028900;-1,43162300
0,08156900;-1,25217400
0,08284900;-1,25217400
0,08412900;-1,07272600
0,08540900;-1,07272600
0,08668900;-0,98330630
0,08796900;-0,89358200
0,08924900;-0,80385760
0,09052900;-0,71413310
0,09180900;-0,62471390
0,09308900;-0,53498950
0,09436900;-0,44526510
0,09564900;-0,35554060
0,09692900;-0,26581620
0,09820900;-0,17639700
0,09948900;-0,08667257
0,10076900;0,00305185
0,10204900;0,18219550
0,10332900;0,18219550
0,10460900;0,36133920
0,10588900;0,45106360
0,10716900;0,54078800
0,10844900;0,63020720
0,10972900;0,71993170
0,11100900;0,80965610
0,11228900;0,89938040
0,11356900;1,07852400
0,11484900;1,16824900
0,11612900;1,16824900
0,11740900;1,34769700
0,11868900;1,43711700
0,11996900;1,52684100
0,12124900;1,61656500
0,12252900;1,70629000
0,12380900;1,79601400
0,12508900;1,88543400
0,12636900;1,88543400
0,12764900;1,97515800
0,12892900;2,06488200
0,13020900;2,15460700
0,13148900;2,15460700
0,13276900;2,24402600
0,13404900;2,33375000
0,13532900;2,42347500
0,13660900;2,42347500
0,13788900;2,51319900
0,13916900;2,60292400
0,14044900;2,60292400
0,14172900;2,60292400
0,14300900;2,69234300
0,14428900;2,69234300
0,14556900;2,78206700
0,14684900;2,78206700
0,14812900;2,78206700
0,14940900;2,78206700
0,15068900;2,78206700
0,15196900;2,78206700
0,15324900;2,78206700
0,15452900;2,78206700
0,15580900;2,78206700
0,15708900;2,78206700
0,15836900;2,69234300
0,15964900;2,69234300
0,16092900;2,69234300
0,16220900;2,69234300
0,16348900;2,60292400
0,16476900;2,60292400
0,16604900;2,51319900
0,16732900;2,51319900
0,16860900;2,42347500
0,16988900;2,42347500
0,17116900;2,33375000
0,17244900;2,24402600
0,17372900;2,15460700
0,17500900;2,15460700
0,17628900;2,06488200
0,17756900;1,88543400
0,17884900;1,79601400
0,18012900;1,79601400
0,18140900;1,61656500
0,18268900;1,61656500
0,18396900;1,52684100
0,18524900;1,34769700
0,18652900;1,25797300
0,18780900;1,16824900
0,18908900;1,07852400
0,19036900;0,98910490
0,19164900;0,89938040
0,19292900;0,71993170
0,19420900;0,54078800
0,19548900;0,54078800
0,19676900;0,36133920
0,19804900;0,18219550
0,19932900;0,09277627
0,20060900;0,00305185
0,20188900;-0,08667257
0,20316900;-0,26581620
0,20444900;-0,35554060
0,20572900;-0,44526510
0,20700900;-0,62471390
0,20828900;-0,80385760
0,20956900;-0,89358200
0,21084900;-0,98330630
0,21212900;-1,07272600
0,21340900;-1,25217400
0,21468900;-1,34189900
0,21596900;-1,43162300
0,21724900;-1,52104200
0,21852900;-1,70049100
0,21980900;-1,79021600
0,22108900;-1,87963500
0,22236900;-1,96935900
0,22364900;-2,05908400
0,22492900;-2,23853300
0,22620900;-2,32795200
0,22748900;-2,41767600
0,22876900;-2,50740100
0,23004900;-2,59712500
0,23132900;-2,68685000
0,23260900;-2,68685000
0,23388900;-2,77626900
0,23516900;-2,86599300
0,23644900;-2,95571800
0,23772900;-3,04544200
0,23900900;-3,04544200
0,24028900;-3,13486100
0,24156900;-3,13486100
0,24284900;-3,22458600
0,24412900;-3,22458600
0,24540900;-3,22458600
0,24668900;-3,22458600
0,24796900;-3,22458600
0,24924900;-3,31431000
0,25052900;-3,31431000
0,25180900;-3,31431000
0,25308900;-3,31431000
0,25436900;-3,31431000
0,25564900;-3,31431000
0,25692900;-3,22458600
0,25820900;-3,22458600
0,25948900;-3,22458600
0,26076900;-3,22458600
0,26204900;-3,13486100
0,26332900;-3,13486100
0,26460900;-3,04544200
0,26588900;-2,95571800
0,26716900;-2,95571800
0,26844900;-2,86599300
0,26972900;-2,77626900
0,27100900;-2,77626900
0,27228900;-2,59712500
0,27356900;-2,50740100
0,27484900;-2,50740100
0,27612900;-2,32795200
0,27740900;-2,32795200
0,27868900;-2,23853300
0,27996900;-2,05908400
0,28124900;-1,96935900
0,28252900;-1,79021600
0,28380900;-1,70049100
0,28508900;-1,61076700
0,28636900;-1,52104200
0,28764900;-1,34189900
0,28892900;-1,16245000
0,29020900;-1,16245000
0,29148900;-0,98330630
0,29276900;-0,89358200
0,29404900;-0,71413310
0,29532900;-0,53498950
0,29660900;-0,44526510
0,29788900;-0,26581620
0,29916900;-0,17639700
0,30044900;0,00305185
0,30172900;0,09277627
0,30300900;0,27161470
0,30428900;0,45106360
0,30556900;0,54078800
0,30684900;0,71993170
0,30812900;0,89938040
0,30940900;0,98910490
0,31068900;1,07852400
0,31196900;1,25797300
0,31324900;1,34769700
0,31452900;1,52684100
0,31580900;1,61656500
0,31708900;1,79601400
0,31836900;1,88543400
0,31964900;2,06488200
0,32092900;2,15460700
0,32220900;2,33375000
0,32348900;2,42347500
0,32476900;2,51319900
0,32604900;2,60292400
0,32732900;2,78206700
0,32860900;2,78206700
0,32988900;2,96151600
0,33116900;2,96151600
0,33244900;3,05124100
0,33372900;3,23038400
0,33500900;3,23038400
0,33628900;3,32010900
0,33756900;3,40983300
0,33884900;3,49925200
0,34012900;3,49925200
0,34140900;3,58897700
0,34268900;3,58897700
0,34396900;3,67870100
0,34524900;3,67870100
0,34652900;3,67870100
0,34780900;3,76842500
0,34908900;3,67870100
0,35036900;3,76842500
0,35164900;3,76842500
0,35292900;3,76842500
0,35420900;3,76842500
0,35548900;3,76842500
0,35676900;3,67870100
0,35804900;3,67870100
0,35932900;3,67870100
0,36060900;3,58897700
0,36188900;3,49925200
0,36316900;3,49925200
0,36444900;3,40983300
0,36572900;3,40983300
0,36700900;3,32010900
0,36828900;3,23038400
0,36956900;3,23038400
0,37084900;3,05124100
0,37212900;2,96151600
0,37340900;2,87179200
0,37468900;2,78206700
0,37596900;2,78206700
0,37724900;2,60292400
0,37852900;2,51319900
0,37980900;2,42347500
0,38108900;2,24402600
0,38236900;2,06488200
0,38364900;1,97515800
0,38492900;1,88543400
0,38620900;1,70629000
0,38748900;1,52684100
0,38876900;1,43711700
0,39004900;1,25797300
0,39132900;1,16824900
0,39260900;0,98910490
0,39388900;0,80965610
0,39516900;0,63020720
0,39644900;0,54078800
0,39772900;0,36133920
0,39900900;0,18219550
0,40028900;0,09277627
0,40156900;-0,17639700
0,40284900;-0,26581620
0,40412900;-0,44526510
0,40540900;-0,53498950
0,40668900;-0,71413310
0,40796900;-0,89358200
0,40924900;-1,07272600
0,41052900;-1,16245000
0,41180900;-1,34189900
0,41308900;-1,52104200
0,41436900;-1,61076700
0,41564900;-1,79021600
0,41692900;-1,96935900
0,41820900;-2,05908400
0,41948900;-2,23853300
0,42076900;-2,32795200
0,42204900;-2,50740100
0,42332900;-2,59712500
0,42460900;-2,77626900
0,42588900;-2,86599300
0,42716900;-2,95571800
0,42844900;-3,04544200
0,42972900;-3,13486100
0,43100900;-3,31431000
0,43228900;-3,40403500
0,43356900;-3,49375900
0,43484900;-3,49375900
0,43612900;-3,67290300
0,43740900;-3,67290300
0,43868900;-3,76262700
0,43996900;-3,85235100
0,44124900;-3,85235100
0,44252900;-3,94177100
0,44380900;-3,94177100
0,44508900;-4,03149500
0,44636900;-4,03149500
0,44764900;-4,03149500
0,44892900;-4,03149500
0,45020900;-4,12122000
0,45148900;-4,03149500
0,45276900;-4,03149500
0,45404900;-4,03149500
0,45532900;-4,03149500
0,45660900;-4,03149500
0,45788900;-4,03149500
0,45916900;-3,94177100
0,46044900;-3,94177100
0,46172900;-3,94177100
0,46300900;-3,76262700
0,46428900;-3,76262700
0,46556900;-3,67290300
0,46684900;-3,67290300
0,46812900;-3,58317800
0,46940900;-3,49375900
0,47068900;-3,31431000
0,47196900;-3,22458600
0,47324900;-3,13486100
0,47452900;-3,04544200
0,47580900;-2,95571800
0,47708900;-2,77626900
0,47836900;-2,68685000
0,47964900;-2,59712500
0,48092900;-2,41767600
0,48220900;-2,32795200
0,48348900;-2,23853300
0,48476900;-1,96935900
0,48604900;-1,87963500
0,48732900;-1,70049100
0,48860900;-1,52104200
0,48988900;-1,43162300
0,49116900;-1,25217400
0,49244900;-1,07272600
0,49372900;-0,89358200
0,49500900;-0,80385760
0,49628900;-0,62471390
0,49756900;-0,44526510
0,49884900;-0,26581620
0,50012900;-0,08667257
0,50140900;0,09277627
0,50268900;0,27161470
0,50396900;0,45106360
0,50524900;0,54078800
0,50652900;0,71993170
0,50780900;0,89938040
0,50908900;1,07852400
0,51036900;1,25797300
0,51164900;1,43711700
0,51292900;1,61656500
0,51420900;1,79601400
0,51548900;1,88543400
0,51676900;2,06488200
0,51804900;2,15460700
0,51932900;2,42347500
