t;v
-0,00173900;0,45106360
-0,00109900;0,27161470
-0,00045900;0,09277627
0,00018100;-0,08667257
0,00082100;-0,17639700
0,00146100;-0,35554060
0,00210100;-0,62471390
0,00274100;-0,80385760
0,00338100;-0,98330630
0,00402100;-1,07272600
0,00466100;-1,25217400
0,00530100;-1,43162300
0,00594100;-1,61076700
0,00658100;-1,79021600
0,00722100;-1,96935900
0,00786100;-2,14880800
0,00850100;-2,32795200
0,00914100;-2,41767600
0,00978100;-2,59712500
0,01042100;-2,77626900
0,01106100;-2,95571800
0,01170100;-3,04544200
0,01234100;-3,22458600
0,01298100;-3,40403500
0,01362100;-3,58317800
0,01426100;-3,76262700
0,01490100;-3,85235100
0,01554100;-4,03149500
0,01618100;-4,21094400
0,01682100;-4,30066800
0,01746100;-4,47981200
0,01810100;-4,65926100
0,01874100;-4,74868000
0,01938100;-4,92812900
0,02002100;-5,10757800
0,02066100;-5,19699700
0,02130100;-5,37644600
0,02194100;-5,46617000
0,02258100;-5,64531400
0,02322100;-5,73503800
0,02386100;-5,82476300
0,02450100;-6,00390600
0,02514100;-6,09363100
0,02578100;-6,18335500
0,02642100;-6,36280400
0,02706100;-6,45222300
0,02770100;-6,63167200
0,02834100;-6,72139600
0,02898100;-6,81081600
0,02962100;-6,90054000
0,03026100;-6,99026400
0,03090100;-7,07998900
0,03154100;-7,25913300
0,03218100;-7,25913300
0,03282100;-7,34885700
0,03346100;-7,52830600
0,03410100;-7,61772500
0,03474100;-7,61772500
0,03538100;-7,70744900
0,03602100;-7,79717400
0,03666100;-7,97662300
0,03730100;-7,97662300
0,03794100;-7,97662300
0,03858100;-8,06604200
0,03922100;-8,15576600
0,03986100;-8,24549100
0,04050100;-8,24549100
0,04114100;-8,33521600
0,04178100;-8,42494000
0,04242100;-8,42494000
0,04306100;-8,51435900
0,04370100;-8,51435900
0,04434100;-8,51435900
0,04498100;-8,60408300
0,04562100;-8,60408300
0,04626100;-8,60408300
0,04690100;-8,69380800
0,04754100;-8,69380800
0,04818100;-8,69380800
0,04882100;-8,69380800
0,04946100;-8,78353200
0,05010100;-8,69380800
0,05074100;-8,78353200
0,05138100;-8,78353200
0,05202100;-8,78353200
0,05266100;-8,78353200
0,05330100;-8,78353200
0,05394100;-8,78353200
0,05458100;-8,78353200
0,05522100;-8,69380800
0,05586100;-8,69380800
0,05650100;-8,69380800
0,05714100;-8,69380800
0,05778100;-8,69380800
0,05842100;-8,60408300
0,05906100;-8,60408300
0,05970100;-8,60408300
0,06034100;-8,51435900
0,06098100;-8,42494000
0,06162100;-8,42494000
0,06226100;-8,33521600
0,06290100;-8,33521600
0,06354100;-8,24549100
0,06418100;-8,24549100
0,06482100;-8,15576600
0,06546100;-8,06604200
0,06610100;-7,97662300
0,06674100;-7,97662300
0,06738100;-7,88689900
0,06802100;-7,79717400
0,06866100;-7,70744900
0,06930100;-7,61772500
0,06994100;-7,52830600
0,07058100;-7,43858100
0,07122100;-7,34885700
0,07186100;-7,25913300
0,07250100;-7,16971300
0,07314100;-7,07998900
0,07378100;-6,99026400
0,07442100;-6,90054000
0,07506100;-6,81081600
0,07570100;-6,63167200
0,07634100;-6,54194800
0,07698100;-6,45222300
0,07762100;-6,27307900
0,07826100;-6,18335500
0,07890100;-6,09363100
0,07954100;-5,91448700
0,08018100;-5,82476300
0,08082100;-5,73503800
0,08146100;-5,64531400
0,08210100;-5,46617000
0,08274100;-5,37644600
0,08338100;-5,19699700
0,08402100;-5,10757800
0,08466100;-4,92812900
0,08530100;-4,74868000
0,08594100;-4,65926100
0,08658100;-4,47981200
0,08722100;-4,39008800
0,08786100;-4,21094400
0,08850100;-4,12122000
0,08914100;-3,94177100
0,08978100;-3,85235100
0,09042100;-3,58317800
0,09106100;-3,49375900
0,09170100;-3,31431000
0,09234100;-3,13486100
0,09298100;-3,04544200
0,09362100;-2,86599300
0,09426100;-2,77626900
0,09490100;-2,59712500
0,09554100;-2,41767600
0,09618100;-2,23853300
0,09682100;-2,05908400
0,09746100;-1,96935900
0,09810100;-1,79021600
0,09874100;-1,61076700
0,09938100;-1,43162300
0,10002100;-1,34189900
0,10066100;-1,07272600
0,10130100;-0,98330630
0,10194100;-0,80385760
0,10258100;-0,53498950
0,10322100;-0,44526510
0,10386100;-0,26581620
0,10450100;-0,17639700
0,10514100;0,00305185
0,10578100;0,18219550
0,10642100;0,36133920
0,10706100;0,54078800
0,10770100;0,63020720
0,10834100;0,80965610
0,10898100;0,98910490
0,10962100;1,16824900
0,11026100;1,34769700
0,11090100;1,43711700
0,11154100;1,61656500
0,11218100;1,79601400
0,11282100;1,97515800
0,11346100;2,15460700
0,11410100;2,33375000
0,11474100;2,51319900
0,11538100;2,60292400
0,11602100;2,78206700
0,11666100;2,87179200
0,11730100;3,05124100
0,11794100;3,23038400
0,11858100;3,32010900
0,11922100;3,49925200
0,11986100;3,58897700
0,12050100;3,76842500
0,12114100;3,94756900
0,12178100;4,03729300
0,12242100;4,21674300
0,12306100;4,30616200
0,12370100;4,39588600
0,12434100;4,57533500
0,12498100;4,75447800
0,12562100;4,93392800
0,12626100;4,93392800
0,12690100;5,11307100
0,12754100;5,29252000
0,12818100;5,38224400
0,12882100;5,47196900
0,12946100;5,56138800
0,13010100;5,74083700
0,13074100;5,83056100
0,13138100;5,92028600
0,13202100;6,09942900
0,13266100;6,09942900
0,13330100;6,27887800
0,13394100;6,36829800
0,13458100;6,45802200
0,13522100;6,54774600
0,13586100;6,63747100
0,13650100;6,81661400
0,13714100;6,81661400
0,13778100;6,90633900
0,13842100;6,99606300
0,13906100;7,08578700
0,13970100;7,17520700
0,14034100;7,26493100
0,14098100;7,35465600
0,14162100;7,44438000
0,14226100;7,44438000
0,14290100;7,53410400
0,14354100;7,62352400
0,14418100;7,71324800
0,14482100;7,71324800
0,14546100;7,80297200
0,14610100;7,80297200
0,14674100;7,89269700
0,14738100;7,89269700
0,14802100;7,98211600
0,14866100;8,07184000
0,14930100;8,07184000
0,14994100;8,07184000
0,15058100;8,16156500
0,15122100;8,16156500
0,15186100;8,16156500
0,15250100;8,16156500
0,15314100;8,25128900
0,15378100;8,25128900
0,15442100;8,25128900
0,15506100;8,25128900
0,15570100;8,25128900
0,15634100;8,25128900
0,15698100;8,25128900
0,15762100;8,34101400
0,15826100;8,25128900
0,15890100;8,25128900
0,15954100;8,25128900
0,16018100;8,25128900
0,16082100;8,25128900
0,16146100;8,16156500
0,16210100;8,16156500
0,16274100;8,16156500
0,16338100;8,16156500
0,16402100;8,07184000
0,16466100;8,07184000
0,16530100;8,07184000
0,16594100;7,98211600
0,16658100;7,89269700
0,16722100;7,89269700
0,16786100;7,80297200
0,16850100;7,80297200
0,16914100;7,71324800
0,16978100;7,71324800
0,17042100;7,62352400
0,17106100;7,53410400
0,17170100;7,53410400
0,17234100;7,44438000
0,17298100;7,35465600
0,17362100;7,26493100
0,17426100;7,17520700
0,17490100;7,08578700
0,17554100;6,99606300
0,17618100;6,99606300
0,17682100;6,90633900
0,17746100;6,81661400
0,17810100;6,63747100
0,17874100;6,63747100
0,17938100;6,45802200
0,18002100;6,36829800
0,18066100;6,27887800
0,18130100;6,18915400
0,18194100;6,09942900
0,18258100;6,00970500
0,18322100;5,92028600
0,18386100;5,74083700
0,18450100;5,65111300
0,18514100;5,56138800
0,18578100;5,38224400
0,18642100;5,38224400
0,18706100;5,20279600
0,18770100;5,02365200
0,18834100;4,93392800
0,18898100;4,84420300
0,18962100;4,66506000
0,19026100;4,57533500
0,19090100;4,39588600
0,19154100;4,30616200
0,19218100;4,12701800
0,19282100;3,94756900
0,19346100;3,85815000
0,19410100;3,76842500
0,19474100;3,67870100
0,19538100;3,49925200
0,19602100;3,32010900
0,19666100;3,14066000
0,19730100;3,05124100
0,19794100;2,96151600
0,19858100;2,78206700
0,19922100;2,60292400
0,19986100;2,51319900
0,20050100;2,33375000
0,20114100;2,15460700
0,20178100;2,06488200
0,20242100;1,88543400
0,20306100;1,70629000
0,20370100;1,61656500
0,20434100;1,34769700
0,20498100;1,25797300
0,20562100;1,07852400
0,20626100;0,98910490
0,20690100;0,80965610
0,20754100;0,63020720
0,20818100;0,45106360
0,20882100;0,36133920
0,20946100;0,18219550
0,21010100;0,00305185
0,21074100;-0,17639700
0,21138100;-0,26581620
0,21202100;-0,44526510
0,21266100;-0,62471390
0,21330100;-0,71413310
0,21394100;-0,89358200
0,21458100;-1,07272600
0,21522100;-1,16245000
0,21586100;-1,34189900
0,21650100;-1,52104200
0,21714100;-1,61076700
0,21778100;-1,79021600
0,21842100;-1,96935900
0,21906100;-2,05908400
0,21970100;-2,23853300
0,22034100;-2,32795200
0,22098100;-2,50740100
0,22162100;-2,68685000
0,22226100;-2,77626900
0,22290100;-2,95571800
0,22354100;-3,04544200
0,22418100;-3,22458600
0,22482100;-3,40403500
0,22546100;-3,49375900
0,22610100;-3,67290300
0,22674100;-3,76262700
0,22738100;-3,94177100
0,22802100;-4,03149500
0,22866100;-4,12122000
0,22930100;-4,30066800
0,22994100;-4,39008800
0,23058100;-4,56953600
0,23122100;-4,65926100
0,23186100;-4,74868000
0,23250100;-4,83840500
0,23314100;-5,01785300
0,23378100;-5,10757800
0,23442100;-5,19699700
0,23506100;-5,37644600
0,23570100;-5,46617000
0,23634100;-5,55589500
0,23698100;-5,64531400
0,23762100;-5,73503800
0,23826100;-5,91448700
0,23890100;-6,00390600
0,23954100;-6,00390600
0,24018100;-6,09363100
0,24082100;-6,27307900
0,24146100;-6,27307900
0,24210100;-6,45222300
0,24274100;-6,54194800
0,24338100;-6,54194800
0,24402100;-6,72139600
0,24466100;-6,72139600
0,24530100;-6,81081600
0,24594100;-6,81081600
0,24658100;-6,90054000
0,24722100;-6,99026400
0,24786100;-7,07998900
0,24850100;-7,16971300
0,24914100;-7,16971300
0,24978100;-7,25913300
0,25042100;-7,25913300
0,25106100;-7,34885700
0,25170100;-7,34885700
0,25234100;-7,43858100
0,25298100;-7,52830600
0,25362100;-7,52830600
0,25426100;-7,52830600
0,25490100;-7,61772500
0,25554100;-7,61772500
0,25618100;-7,61772500
