t;v
-0,00383400;0,45106360
-0,00255400;0,27161470
-0,00127400;0,18219550
0,00000600;0,00305185
0,00128600;-0,17639700
0,00256600;-0,35554060
0,00384600;-0,53498950
0,00512600;-0,71413310
0,00640600;-0,89358200
0,00768600;-0,98330630
0,00896600;-1,25217400
0,01024600;-1,34189900
0,01152600;-1,52104200
0,01280600;-1,70049100
0,01408600;-1,87963500
0,01536600;-2,05908400
0,01664600;-2,23853300
0,01792600;-2,41767600
0,01920600;-2,50740100
0,02048600;-2,68685000
0,02176600;-2,86599300
0,02304600;-2,95571800
0,02432600;-3,13486100
0,02560600;-3,22458600
0,02688600;-3,40403500
0,02816600;-3,49375900
0,02944600;-3,67290300
0,03072600;-3,67290300
0,03200600;-3,85235100
0,03328600;-3,94177100
0,03456600;-4,03149500
0,03584600;-4,12122000
0,03712600;-4,21094400
0,03840600;-4,30066800
0,03968600;-4,39008800
0,04096600;-4,47981200
0,04224600;-4,47981200
0,04352600;-4,56953600
0,04480600;-4,56953600
0,04608600;-4,56953600
0,04736600;-4,65926100
0,04864600;-4,65926100
0,04992600;-4,65926100
0,05120600;-4,65926100
0,05248600;-4,65926100
0,05376600;-4,56953600
0,05504600;-4,65926100
0,05632600;-4,56953600
0,05760600;-4,56953600
0,05888600;-4,47981200
0,06016600;-4,47981200
0,06144600;-4,39008800
0,06272600;-4,21094400
0,06400600;-4,12122000
0,06528600;-4,12122000
0,06656600;-3,94177100
0,06784600;-3,85235100
0,06912600;-3,76262700
0,07040600;-3,67290300
0,07168600;-3,49375900
0,07296600;-3,31431000
0,07424600;-3,22458600
0,07552600;-3,04544200
0,07680600;-2,86599300
0,07808600;-2,68685000
0,07936600;-2,50740100
0,08064600;-2,41767600
0,08192600;-2,23853300
0,08320600;-1,96935900
0,08448600;-1,79021600
0,08576600;-1,61076700
0,08704600;-1,43162300
0,08832600;-1,25217400
0,08960600;-0,98330630
0,09088600;-0,80385760
0,09216600;-0,53498950
0,09344600;-0,35554060
0,09472600;-0,08667257
0,09600600;0,09277627
0,09728600;0,36133920
0,09856600;0,54078800
0,09984600;0,80965610
0,10112600;0,98910490
0,10240600;1,25797300
0,10368600;1,43711700
0,10496600;1,70629000
0,10624600;1,88543400
0,10752600;2,06488200
0,10880600;2,33375000
0,11008600;2,51319900
0,11136600;2,78206700
0,11264600;2,96151600
0,11392600;3,14066000
0,11520600;3,32010900
0,11648600;3,49925200
0,11776600;3,67870100
0,11904600;3,85815000
0,12032600;4,03729300
0,12160600;4,21674300
0,12288600;4,39588600
0,12416600;4,48561000
0,12544600;4,66506000
0,12672600;4,84420300
0,12800600;4,93392800
0,12928600;5,02365200
0,13056600;5,11307100
0,13184600;5,29252000
0,13312600;5,38224400
0,13440600;5,47196900
0,13568600;5,56138800
0,13696600;5,65111300
0,13824600;5,65111300
0,13952600;5,65111300
0,14080600;5,65111300
0,14208600;5,74083700
0,14336600;5,74083700
0,14464600;5,74083700
0,14592600;5,74083700
0,14720600;5,74083700
0,14848600;5,65111300
0,14976600;5,65111300
0,15104600;5,65111300
0,15232600;5,56138800
0,15360600;5,47196900
0,15488600;5,38224400
0,15616600;5,38224400
0,15744600;5,29252000
0,15872600;5,20279600
0,16000600;5,02365200
0,16128600;4,93392800
0,16256600;4,75447800
0,16384600;4,57533500
0,16512600;4,48561000
0,16640600;4,30616200
0,16768600;4,12701800
0,16896600;3,94756900
0,17024600;3,76842500
0,17152600;3,58897700
0,17280600;3,40983300
0,17408600;3,14066000
0,17536600;2,96151600
0,17664600;2,78206700
0,17792600;2,51319900
0,17920600;2,33375000
0,18048600;2,06488200
0,18176600;1,79601400
0,18304600;1,61656500
0,18432600;1,25797300
0,18560600;1,07852400
0,18688600;0,80965610
0,18816600;0,54078800
0,18944600;0,27161470
0,19072600;0,09277627
0,19200600;-0,17639700
0,19328600;-0,44526510
0,19456600;-0,71413310
0,19584600;-0,98330630
0,19712600;-1,25217400
0,19840600;-1,52104200
0,19968600;-1,79021600
0,20096600;-1,96935900
0,20224600;-2,32795200
0,20352600;-2,50740100
0,20480600;-2,68685000
0,20608600;-3,04544200
0,20736600;-3,22458600
0,20864600;-3,49375900
0,20992600;-3,67290300
0,21120600;-3,85235100
0,21248600;-4,12122000
0,21376600;-4,30066800
0,21504600;-4,47981200
0,21632600;-4,65926100
0,21760600;-4,83840500
0,21888600;-5,01785300
0,22016600;-5,19699700
0,22144600;-5,37644600
0,22272600;-5,55589500
0,22400600;-5,64531400
0,22528600;-5,73503800
0,22656600;-5,82476300
0,22784600;-5,91448700
0,22912600;-6,09363100
0,23040600;-6,18335500
0,23168600;-6,18335500
0,23296600;-6,27307900
0,23424600;-6,36280400
0,23552600;-6,36280400
0,23680600;-6,45222300
0,23808600;-6,45222300
0,23936600;-6,45222300
0,24064600;-6,45222300
0,24192600;-6,45222300
0,24320600;-6,45222300
0,24448600;-6,27307900
0,24576600;-6,27307900
0,24704600;-6,27307900
0,24832600;-6,09363100
0,24960600;-6,09363100
0,25088600;-6,00390600
0,25216600;-5,82476300
0,25344600;-5,73503800
